Provider,State,Weight,Technology,Download Bandwidth Mbps,Upload Bandwidth Mbps,Usage Allowance GB,Monthly Charge,Other Mandatory Charge,Surcharge,Total Charge,Total Charge Spread,Model Data,,,,
CSC Holdings LLC,NEW JERSEY,359038.2,Cable,940,50,Inf,139.99,0,3.5,143.49,0,Yes,,,,
"COMCAST CABLE COMMUNICATIONS, LLC",NEW JERSEY,88988.36036,Cable,100,5,Inf,77.95,0,0,77.95,0,Yes,,,,
"COMCAST CABLE COMMUNICATIONS, LLC",NEW JERSEY,355953.4414,Cable,1000,35,Inf,107.95,0,0,107.95,0,Yes,,,,
"COMCAST CABLE COMMUNICATIONS, LLC",NEW JERSEY,355953.4414,Cable,200,5,Inf,92.95,0,0,92.95,0,Yes,,,,
"COMCAST CABLE COMMUNICATIONS, LLC",NEW JERSEY,88988.36036,Cable,1000,35,Inf,107.95,0,0,107.95,0,Yes,,,,
"COMCAST CABLE COMMUNICATIONS, LLC",NEW JERSEY,355953.4414,Cable,25,3,Inf,49.95,0,0,49.95,0,Yes,,,,
"COMCAST CABLE COMMUNICATIONS, LLC",NEW JERSEY,355953.4414,Cable,100,5,Inf,77.95,0,0,77.95,0,Yes,,,,
Verizon New Jersey Inc.,NEW JERSEY,975426.4,FTTH,400,400,Inf,59.99,0,0,59.99,0,Yes,,,,
"COMCAST CABLE COMMUNICATIONS, LLC",NEW JERSEY,355953.4414,Cable,100,5,Inf,77.95,0,0,77.95,0,Yes,,,,
"COMCAST CABLE COMMUNICATIONS, LLC",NEW JERSEY,88988.36036,Cable,25,3,Inf,49.95,0,0,49.95,0,Yes,,,,
"COMCAST CABLE COMMUNICATIONS, LLC",NEW JERSEY,355953.4414,Cable,300,10,Inf,97.95,0,0,97.95,0,Yes,,,,
"COMCAST CABLE COMMUNICATIONS, LLC",NEW JERSEY,88988.36036,Cable,600,15,Inf,102.95,0,0,102.95,0,Yes,,,,
"COMCAST CABLE COMMUNICATIONS, LLC",NEW JERSEY,355953.4414,Cable,600,15,Inf,102.95,0,0,102.95,0,Yes,,,,
"COMCAST CABLE COMMUNICATIONS, LLC",NEW JERSEY,88988.36036,Cable,600,15,Inf,102.95,0,0,102.95,0,Yes,,,,
"COMCAST CABLE COMMUNICATIONS, LLC",NEW JERSEY,88988.36036,Cable,300,10,Inf,97.95,0,0,97.95,0,Yes,,,,
Verizon New Jersey Inc.,NEW JERSEY,3050313.2,FTTH,400,400,Inf,59.99,0,0,59.99,0,Yes,,,,
"COMCAST CABLE COMMUNICATIONS, LLC",NEW MEXICO,355953.4414,Cable,600,15,1229,90,0,0,90,0,Yes,,,,
"CenturyLink, Inc.",NEW MEXICO,521192.1,DSL,100,20,1000,55,0,0,55,0,Yes,,,,
"COMCAST CABLE COMMUNICATIONS, LLC",NEW MEXICO,355953.4414,Cable,100,5,1229,55,0,0,55,0,Yes,,,,
Cyber Mesa Computer Systems,NEW MEXICO,16746.3308,Fixed wireless,15,5,Inf,69.95,0.7,0,70.65,0,Yes,,,,
"COMCAST CABLE COMMUNICATIONS, LLC",NEW MEXICO,355953.4414,Cable,600,15,1229,90,0,0,90,0,Yes,,,,
Cyber Mesa Computer Systems,NEW MEXICO,16746.3308,Fixed wireless,10,5,Inf,54.95,0.7,0,55.65,0,Yes,,,,
"COMCAST CABLE COMMUNICATIONS, LLC",NEW MEXICO,355953.4414,Cable,200,5,1229,70,0,0,70,0,Yes,,,,
"COMCAST CABLE COMMUNICATIONS, LLC",NEW MEXICO,355953.4414,Cable,1000,35,1229,100,0,0,100,0,Yes,,,,
"COMCAST CABLE COMMUNICATIONS, LLC",NEW MEXICO,355953.4414,Cable,200,5,1229,70,0,0,70,0,Yes,,,,
"COMCAST CABLE COMMUNICATIONS, LLC",NEW MEXICO,355953.4414,Cable,300,10,1229,80,0,0,80,0,Yes,,,,
"COMCAST CABLE COMMUNICATIONS, LLC",NEW MEXICO,355953.4414,Cable,300,10,1229,80,0,0,80,0,Yes,,,,
"CenturyLink, Inc.",NEW MEXICO,521192.1,DSL,100,20,1000,65,0,0,65,0,Yes,,,,
"COMCAST CABLE COMMUNICATIONS, LLC",NEW MEXICO,355953.4414,Cable,1000,35,1229,100,0,0,100,0,Yes,,,,
Cyber Mesa Computer Systems,NEW MEXICO,16746.3308,Fixed wireless,5,2.5,Inf,34.95,0.7,0,35.65,0,Yes,,,,
Cyber Mesa Computer Systems,NEW MEXICO,16746.3308,Fixed wireless,25,10,Inf,109.95,0.7,0,110.65,0,Yes,,,,
"COMCAST CABLE COMMUNICATIONS, LLC",NEW MEXICO,355953.4414,Cable,100,5,1229,55,0,0,55,0,Yes,,,,
"COMCAST CABLE COMMUNICATIONS, LLC",NEW MEXICO,355953.4414,Cable,25,3,1229,50,0,0,50,0,Yes,,,,
"COMCAST CABLE COMMUNICATIONS, LLC",NEW MEXICO,355953.4414,Cable,25,3,1229,50,0,0,50,0,Yes,,,,
CSC Holdings LLC,NEW YORK,718076.4,Cable,20,2,Inf,59.99,0,3.5,63.49,0,Yes,,,,
"RCN Telecom Services of New York, LP",NEW YORK,148903.8539,Cable,25,4,Inf,84,0,4.37,88.37,0,Yes,,,,
"RCN Telecom Services of New York, LP",NEW YORK,148903.8539,Cable,50,10,Inf,101.99,0,4.37,106.36,0,Yes,,,,
"RCN Telecom Services of New York, LP",NEW YORK,148903.8539,Cable,330,20,Inf,251.99,0,4.37,256.36,0,Yes,,,,
CSC Holdings LLC,NEW YORK,96111.6,Cable,200,35,Inf,99.99,0,3.5,103.49,0,Yes,,,,
TDS TELECOMMUNICATIONS CORPORATION,NEW YORK,74451.92697,FTTH,100,100,Inf,71.95,0,0,71.95,0,Yes,,,,
CSC Holdings LLC,NEW YORK,718076.4,Cable,100,35,Inf,89.99,0,3.5,93.49,0,Yes,,,,
"RCN Telecom Services of New York, LP",NEW YORK,74451.92697,Cable,155,15,Inf,151.99,0,4.37,156.36,0,Yes,,,,
"RCN Telecom Services of New York, LP",NEW YORK,74451.92697,Cable,155,15,Inf,151.99,0,4.37,156.36,0,Yes,,,,
TDS TELECOMMUNICATIONS CORPORATION,NEW YORK,29780.77079,DSL,100,15,Inf,66.95,0,0,66.95,0,Yes,,,,
"RCN Telecom Services of New York, LP",NEW YORK,74451.92697,Cable,1000,20,Inf,151.99,0,4.37,156.36,0,Yes,,,,
TDS TELECOMMUNICATIONS CORPORATION,NEW YORK,37225.96348,FTTH,15,2,Inf,61.95,0,0,61.95,0,Yes,,,,
CSC Holdings LLC,NEW YORK,96111.6,Cable,10,1,Inf,24.95,0,3.5,28.45,0,Yes,,,,
"RCN Telecom Services of New York, LP",NEW YORK,148903.8539,Cable,10,2,Inf,72,0,4.37,76.37,0,Yes,,,,
TDS TELECOMMUNICATIONS CORPORATION,NEW YORK,14890.38539,DSL,25,5,Inf,66.95,0,0,66.95,0,Yes,,,,
TDS TELECOMMUNICATIONS CORPORATION,NEW YORK,29780.77079,DSL,50,10,Inf,66.95,0,0,66.95,0,Yes,,,,
"RCN Telecom Services of New York, LP",NEW YORK,60480.5353,Cable,50,10,Inf,101.99,0,4.37,106.36,0,Yes,,,,
CSC Holdings LLC,NEW YORK,718076.4,Cable,200,35,Inf,99.99,0,3.5,103.49,0,Yes,,,,
Frontier Communications Corporation,NEW YORK,288922.767,FTTH,50,50,Inf,29.99,0,3.99,33.98,0,Yes,,,,
CSC Holdings LLC,NEW YORK,96111.6,Cable,10,1,Inf,24.95,0,3.5,28.45,0,Yes,,,,
TDS TELECOMMUNICATIONS CORPORATION,NEW YORK,37225.96348,DSL,15,2,Inf,61.95,0,0,61.95,0,Yes,,,,
CSC Holdings LLC,NEW YORK,718076.4,Cable,940,50,Inf,139.99,0,3.5,143.49,0,Yes,,,,
"RCN Telecom Services of New York, LP",NEW YORK,148903.8539,Cable,10,2,Inf,72,0,4.37,76.37,0,Yes,,,,
TDS TELECOMMUNICATIONS CORPORATION,NEW YORK,148903.8539,DSL,5,0.512,Inf,56.95,0,0,56.95,0,Yes,,,,
"RCN Telecom Services of New York, LP",NEW YORK,74451.92697,Cable,1000,20,Inf,151.99,0,4.37,156.36,0,Yes,,,,
CSC Holdings LLC,NEW YORK,96111.6,Cable,200,35,Inf,99.99,0,3.5,103.49,0,Yes,,,,
TDS TELECOMMUNICATIONS CORPORATION,NEW YORK,29780.77079,FTTH,50,50,Inf,66.95,0,0,66.95,0,Yes,,,,
"RCN Telecom Services of New York, LP",NEW YORK,148903.8539,Cable,10,2,Inf,72,0,4.37,76.37,0,Yes,,,,
TDS TELECOMMUNICATIONS CORPORATION,NEW YORK,14890.38539,FTTH,25,5,Inf,66.95,0,0,66.95,0,Yes,,,,
CSC Holdings LLC,NEW YORK,718076.4,Cable,400,40,Inf,119.99,0,3.5,123.49,0,Yes,,,,
CSC Holdings LLC,NEW YORK,718076.4,Cable,500,35,Inf,129.99,0,3.5,133.49,0,Yes,,,,
"RCN Telecom Services of New York, LP",NEW YORK,60480.5353,Cable,10,2,Inf,72,0,4.37,76.37,0,Yes,,,,
"Charter Communications, Inc.",NEW YORK,6587012.2,Cable,940,35,Inf,129.99,0,0,129.99,0,Yes,,,,
CSC Holdings LLC,NEW YORK,96111.6,Cable,100,35,Inf,89.99,0,3.5,93.49,0,Yes,,,,
CSC Holdings LLC,NEW YORK,96111.6,Cable,20,2,Inf,59.99,0,3.5,63.49,0,Yes,,,,
CSC Holdings LLC,NEW YORK,96111.6,Cable,100,35,Inf,89.99,0,3.5,93.49,0,Yes,,,,
Frontier Communications Corporation,NEW YORK,72230.69174,DSL,70,3,Inf,44.99,0,0,44.99,0,Yes,,,,
CSC Holdings LLC,NEW YORK,96111.6,Cable,20,2,Inf,59.99,0,3.5,63.49,0,Yes,,,,
CSC Holdings LLC,NEW YORK,96111.6,Cable,10,1,Inf,24.95,0,3.5,28.45,0,Yes,,,,
"RCN Telecom Services of New York, LP",NEW YORK,60480.5353,Cable,330,20,Inf,251.99,0,4.37,256.36,0,Yes,,,,
CSC Holdings LLC,NEW YORK,718076.4,Cable,300,35,Inf,109.99,0,3.5,113.49,0,Yes,,,,
"RCN Telecom Services of New York, LP",NEW YORK,74451.92697,Cable,1000,20,Inf,151.99,0,4.37,156.36,0,Yes,,,,
"Charter Communications, Inc.",NEW YORK,6587012.2,Cable,30,4,Inf,14.99,0,0,14.99,0,Yes,,,,
"Charter Communications, Inc.",NEW YORK,6587012.2,Cable,400,20,Inf,89.99,0,0,89.99,0,Yes,,,,
CSC Holdings LLC,NEW YORK,96111.6,Cable,940,50,Inf,139.99,0,3.5,143.49,0,Yes,,,,
Frontier Communications Corporation,NEW YORK,72230.69174,DSL,25,2,Inf,34.99,0,0,34.99,0,Yes,,,,
TDS TELECOMMUNICATIONS CORPORATION,NEW YORK,74451.92697,FTTH,300,300,Inf,71.95,0,0,71.95,0,Yes,,,,
"RCN Telecom Services of New York, LP",NEW YORK,148903.8539,Cable,500,20,Inf,91.99,0,4.37,96.36,0,Yes,,,,
"RCN Telecom Services of New York, LP",NEW YORK,60480.5353,Cable,500,20,Inf,91.99,0,4.37,96.36,0,Yes,,,,
Frontier Communications Corporation,NEW YORK,144461.3835,DSL,6,0.5,Inf,27.99,0,0,27.99,0,Yes,,,,
CSC Holdings LLC,NEW YORK,359038.2,Cable,300,300,Inf,109.99,0,3.5,113.49,0,Yes,,,,
CSC Holdings LLC,NEW YORK,718076.4,Cable,10,1,Inf,24.95,0,3.5,28.45,0,Yes,,,,
CSC Holdings LLC,NEW YORK,359038.2,Cable,300,35,Inf,109.99,0,3.5,113.49,0,Yes,,,,
CSC Holdings LLC,NEW YORK,96111.6,Cable,300,35,Inf,109.99,0,3.5,113.49,0,Yes,,,,
TDS TELECOMMUNICATIONS CORPORATION,NEW YORK,148903.8539,FTTH,1000,400,Inf,111.95,0,0,111.95,0,Yes,,,,
"Charter Communications, Inc.",NEW YORK,6587012.2,Cable,200,10,Inf,69.99,0,0,69.99,0,Yes,,,,
"Charter Communications, Inc.",NEW YORK,6587012.2,Cable,20,2,Inf,19.99,0,0,19.99,0,Yes,,,,
CSC Holdings LLC,NEW YORK,96111.6,Cable,300,35,Inf,109.99,0,3.5,113.49,0,Yes,,,,
CSC Holdings LLC,NEW YORK,96111.6,Cable,400,40,Inf,119.99,0,3.5,123.49,0,Yes,,,,
Frontier Communications Corporation,NEW YORK,96307.58898,FTTH,500,500,Inf,39.99,0,3.99,43.98,0,Yes,,,,
CSC Holdings LLC,NEW YORK,359038.2,Cable,940,50,Inf,139.99,0,3.5,143.49,0,Yes,,,,
CSC Holdings LLC,NEW YORK,359038.2,Cable,940,940,Inf,139.99,0,3.5,143.49,0,Yes,,,,
Frontier Communications Corporation,NEW YORK,96307.58898,FTTH,500,500,Inf,39.99,0,3.99,43.98,0,Yes,,,,
Frontier Communications Corporation,NEW YORK,72230.69174,DSL,90,5,Inf,44.99,0,0,44.99,0,Yes,,,,
XCHANGE TELECOM CORP.,NEW YORK,83097.29914,DSL,5,0.768,Inf,14.99,0,0,14.99,0,Yes,,,,
CSC Holdings LLC,NEW YORK,96111.6,Cable,940,50,Inf,139.99,0,3.5,143.49,0,Yes,,,,
XCHANGE TELECOM CORP.,NEW YORK,83097.29914,Fixed wireless,50,50,Inf,71,0,0,71,0,Yes,,,,
CSC Holdings LLC,NEW YORK,718076.4,Cable,400,40,Inf,119.99,0,3.5,123.49,0,Yes,,,,
"RCN Telecom Services of New York, LP",NEW YORK,148903.8539,Cable,25,4,Inf,84,0,4.37,88.37,0,Yes,,,,
Frontier Communications Corporation,NEW YORK,144461.3835,DSL,3,0.375,Inf,27.99,0,0,27.99,0,Yes,,,,
CSC Holdings LLC,NEW YORK,96111.6,Cable,500,35,Inf,129.99,0,3.5,133.49,0,Yes,,,,
CSC Holdings LLC,NEW YORK,96111.6,Cable,400,40,Inf,119.99,0,3.5,123.49,0,Yes,,,,
CSC Holdings LLC,NEW YORK,96111.6,Cable,500,35,Inf,129.99,0,3.5,133.49,0,Yes,,,,
Frontier Communications Corporation,NEW YORK,144461.3835,DSL,6,0.5,Inf,27.99,0,0,27.99,0,Yes,,,,
CSC Holdings LLC,NEW YORK,359038.2,Cable,500,500,Inf,129.99,0,3.5,133.49,0,Yes,,,,
CSC Holdings LLC,NEW YORK,96111.6,Cable,200,35,Inf,99.99,0,3.5,103.49,0,Yes,,,,
"RCN Telecom Services of New York, LP",NEW YORK,60480.5353,Cable,50,10,Inf,101.99,0,4.37,106.36,0,Yes,,,,
"RCN Telecom Services of New York, LP",NEW YORK,60480.5353,Cable,500,20,Inf,91.99,0,4.37,96.36,0,Yes,,,,
Verizon New York Inc.,NEW YORK,3050313.2,FTTH,200,200,Inf,39.99,0,0,39.99,0,Yes,,,,
CSC Holdings LLC,NEW YORK,96111.6,Cable,500,35,Inf,129.99,0,3.5,133.49,0,Yes,,,,
CSC Holdings LLC,NEW YORK,718076.4,Cable,200,35,Inf,99.99,0,3.5,103.49,0,Yes,,,,
TDS TELECOMMUNICATIONS CORPORATION,NEW YORK,148903.8539,FTTH,600,400,Inf,91.95,0,0,91.95,0,Yes,,,,
"RCN Telecom Services of New York, LP",NEW YORK,148903.8539,Cable,25,4,Inf,84,0,4.37,88.37,0,Yes,,,,
CSC Holdings LLC,NEW YORK,96111.6,Cable,400,40,Inf,119.99,0,3.5,123.49,0,Yes,,,,
CSC Holdings LLC,NEW YORK,96111.6,Cable,500,35,Inf,129.99,0,3.5,133.49,0,Yes,,,,
Frontier Communications Corporation,NEW YORK,96307.58898,FTTH,200,200,Inf,39.99,0,3.99,43.98,0,Yes,,,,
Frontier Communications Corporation,NEW YORK,72230.69174,DSL,45,3,Inf,44.99,0,0,44.99,0,Yes,,,,
Frontier Communications Corporation,NEW YORK,72230.69174,DSL,70,3,Inf,44.99,0,0,44.99,0,Yes,,,,
CSC Holdings LLC,NEW YORK,359038.2,Cable,500,35,Inf,129.99,0,3.5,133.49,0,Yes,,,,
Frontier Communications Corporation,NEW YORK,72230.69174,DSL,9,1,Inf,34.99,0,0,34.99,0,Yes,,,,
XCHANGE TELECOM CORP.,NEW YORK,83097.29914,Fixed wireless,15,2,Inf,34.99,0,0,34.99,0,Yes,,,,
CSC Holdings LLC,NEW YORK,96111.6,Cable,400,40,Inf,119.99,0,3.5,123.49,0,Yes,,,,
"RCN Telecom Services of New York, LP",NEW YORK,60480.5353,Cable,330,20,Inf,251.99,0,4.37,256.36,0,Yes,,,,
"RCN Telecom Services of New York, LP",NEW YORK,60480.5353,Cable,25,4,Inf,84,0,4.37,88.37,0,Yes,,,,
"RCN Telecom Services of New York, LP",NEW YORK,74451.92697,Cable,155,15,Inf,151.99,0,4.37,156.36,0,Yes,,,,
CSC Holdings LLC,NEW YORK,96111.6,Cable,100,35,Inf,89.99,0,3.5,93.49,0,Yes,,,,
CSC Holdings LLC,NEW YORK,359038.2,Cable,500,35,Inf,129.99,0,3.5,133.49,0,Yes,,,,
"RCN Telecom Services of New York, LP",NEW YORK,148903.8539,Cable,330,20,Inf,251.99,0,4.37,256.36,0,Yes,,,,
"RCN Telecom Services of New York, LP",NEW YORK,148903.8539,Cable,330,20,Inf,251.99,0,4.37,256.36,0,Yes,,,,
"RCN Telecom Services of New York, LP",NEW YORK,148903.8539,Cable,50,10,Inf,101.99,0,4.37,106.36,0,Yes,,,,
Frontier Communications Corporation,NEW YORK,72230.69174,DSL,12,1,Inf,34.99,0,0,34.99,0,Yes,,,,
"RCN Telecom Services of New York, LP",NEW YORK,148903.8539,Cable,500,20,Inf,91.99,0,4.37,96.36,0,Yes,,,,
Frontier Communications Corporation,NEW YORK,288922.767,FTTH,50,50,Inf,29.99,0,3.99,33.98,0,Yes,,,,
CSC Holdings LLC,NEW YORK,96111.6,Cable,300,35,Inf,109.99,0,3.5,113.49,0,Yes,,,,
"RCN Telecom Services of New York, LP",NEW YORK,60480.5353,Cable,25,4,Inf,84,0,4.37,88.37,0,Yes,,,,
"RCN Telecom Services of New York, LP",NEW YORK,30240.26765,Cable,155,15,Inf,151.99,0,4.37,156.36,0,Yes,,,,
CSC Holdings LLC,NEW YORK,718076.4,Cable,100,35,Inf,89.99,0,3.5,93.49,0,Yes,,,,
XCHANGE TELECOM CORP.,NEW YORK,83097.29914,DSL,7,1,Inf,34.95,0,0,34.95,0,Yes,,,,
Frontier Communications Corporation,NEW YORK,72230.69174,DSL,9,1,Inf,34.99,0,0,34.99,0,Yes,,,,
CSC Holdings LLC,NEW YORK,96111.6,Cable,940,50,Inf,139.99,0,3.5,143.49,0,Yes,,,,
XCHANGE TELECOM CORP.,NEW YORK,8498.807862,Fixed wireless,15,2,Inf,34.99,0,0,34.99,0,Yes,,,,
"RCN Telecom Services of New York, LP",NEW YORK,148903.8539,Cable,50,10,Inf,101.99,0,4.37,106.36,0,Yes,,,,
CSC Holdings LLC,NEW YORK,96111.6,Cable,300,35,Inf,109.99,0,3.5,113.49,0,Yes,,,,
"RCN Telecom Services of New York, LP",NEW YORK,30240.26765,Cable,1000,20,Inf,151.99,0,4.37,156.36,0,Yes,,,,
CSC Holdings LLC,NEW YORK,718076.4,Cable,10,1,Inf,24.95,0,3.5,28.45,0,Yes,,,,
"RCN Telecom Services of New York, LP",NEW YORK,60480.5353,Cable,10,2,Inf,72,0,4.37,76.37,0,Yes,,,,
"RCN Telecom Services of New York, LP",NEW YORK,30240.26765,Cable,155,15,Inf,151.99,0,4.37,156.36,0,Yes,,,,
CSC Holdings LLC,NEW YORK,96111.6,Cable,940,50,Inf,139.99,0,3.5,143.49,0,Yes,,,,
Frontier Communications Corporation,NEW YORK,72230.69174,DSL,25,2,Inf,34.99,0,0,34.99,0,Yes,,,,
CSC Holdings LLC,NEW YORK,96111.6,Cable,20,2,Inf,59.99,0,3.5,63.49,0,Yes,,,,
CSC Holdings LLC,NEW YORK,718076.4,Cable,20,2,Inf,59.99,0,3.5,63.49,0,Yes,,,,
Verizon New York Inc.,NEW YORK,975426.4,FTTH,940,880,Inf,79.99,0,0,79.99,0,Yes,,,,
Frontier Communications Corporation,NEW YORK,72230.69174,DSL,18,1,Inf,34.99,0,0,34.99,0,Yes,,,,
XCHANGE TELECOM CORP.,NEW YORK,8498.807862,DSL,7,1,Inf,34.99,0,0,34.99,0,Yes,,,,
CSC Holdings LLC,NEW YORK,359038.2,Cable,500,500,Inf,129.99,0,3.5,133.49,0,Yes,,,,
Frontier Communications Corporation,NEW YORK,96307.58898,FTTH,200,200,Inf,39.99,0,3.99,43.98,0,Yes,,,,
Frontier Communications Corporation,NEW YORK,72230.69174,DSL,45,3,Inf,44.99,0,0,44.99,0,Yes,,,,
CSC Holdings LLC,NEW YORK,96111.6,Cable,100,35,Inf,89.99,0,3.5,93.49,0,Yes,,,,
"RCN Telecom Services of New York, LP",NEW YORK,30240.26765,Cable,1000,20,Inf,151.99,0,4.37,156.36,0,Yes,,,,
Verizon New York Inc.,NEW YORK,3050313.2,FTTH,940,880,Inf,79.99,0,0,79.99,0,Yes,,,,
CSC Holdings LLC,NEW YORK,359038.2,Cable,940,50,Inf,139.99,0,3.5,143.49,0,Yes,,,,
CSC Holdings LLC,NEW YORK,718076.4,Cable,10,1,Inf,24.95,0,3.5,28.45,0,Yes,,,,
CSC Holdings LLC,NEW YORK,359038.2,Cable,300,300,Inf,109.99,0,3.5,113.49,0,Yes,,,,
Verizon New York Inc.,NEW YORK,975426.4,FTTH,400,400,Inf,59.99,0,0,59.99,0,Yes,,,,
CSC Holdings LLC,NEW YORK,718076.4,Cable,400,40,Inf,119.99,0,3.5,123.49,0,Yes,,,,
CSC Holdings LLC,NEW YORK,96111.6,Cable,10,1,Inf,24.95,0,3.5,28.45,0,Yes,,,,
"RCN Telecom Services of New York, LP",NEW YORK,148903.8539,Cable,500,20,Inf,91.99,0,4.37,96.36,0,Yes,,,,
CSC Holdings LLC,NEW YORK,718076.4,Cable,200,35,Inf,99.99,0,3.5,103.49,0,Yes,,,,
Frontier Communications Corporation,NEW YORK,72230.69174,DSL,18,1,Inf,34.99,0,0,34.99,0,Yes,,,,
XCHANGE TELECOM CORP.,NEW YORK,16997.61572,DSL,5,0.768,Inf,14.99,0,0,14.99,0,Yes,,,,
Frontier Communications Corporation,NEW YORK,144461.3835,DSL,3,0.375,Inf,27.99,0,0,27.99,0,Yes,,,,
Frontier Communications Corporation,NEW YORK,72230.69174,DSL,115,7,Inf,44.99,0,0,44.99,0,Yes,,,,
CSC Holdings LLC,NEW YORK,718076.4,Cable,20,2,Inf,59.99,0,3.5,63.49,0,Yes,,,,
Frontier Communications Corporation,NEW YORK,72230.69174,DSL,115,7,Inf,44.99,0,0,44.99,0,Yes,,,,
CSC Holdings LLC,NEW YORK,359038.2,Cable,940,940,Inf,139.99,0,3.5,143.49,0,Yes,,,,
Frontier Communications Corporation,NEW YORK,72230.69174,DSL,12,1,Inf,34.99,0,0,34.99,0,Yes,,,,
CSC Holdings LLC,NEW YORK,96111.6,Cable,200,35,Inf,99.99,0,3.5,103.49,0,Yes,,,,
Verizon New York Inc.,NEW YORK,975426.4,FTTH,200,200,Inf,39.99,0,0,39.99,0,Yes,,,,
CSC Holdings LLC,NEW YORK,359038.2,Cable,300,35,Inf,109.99,0,3.5,113.49,0,Yes,,,,
CSC Holdings LLC,NEW YORK,96111.6,Cable,20,2,Inf,59.99,0,3.5,63.49,0,Yes,,,,
Verizon New York Inc.,NEW YORK,3050313.2,FTTH,940,880,Inf,79.99,0,0,79.99,0,Yes,,,,
Verizon New York Inc.,NEW YORK,3050313.2,FTTH,200,200,Inf,39.99,0,0,39.99,0,Yes,,,,
Verizon New York Inc.,NEW YORK,3050313.2,FTTH,400,400,Inf,59.99,0,0,59.99,0,Yes,,,,
Frontier Communications Corporation,NEW YORK,96307.58898,FTTH,100,100,Inf,39.99,0,3.99,43.98,0,Yes,,,,
Frontier Communications Corporation,NEW YORK,72230.69174,DSL,90,5,Inf,44.99,0,0,44.99,0,Yes,,,,
Verizon New York Inc.,NEW YORK,3050313.2,FTTH,400,400,Inf,59.99,0,0,59.99,0,Yes,,,,
XCHANGE TELECOM CORP.,NEW YORK,16997.61572,Fixed wireless,50,50,Inf,71,0,0,71,0,Yes,,,,
Frontier Communications Corporation,NEW YORK,96307.58898,FTTH,100,100,Inf,39.99,0,3.99,43.98,0,Yes,,,,
CSC Holdings LLC,NEW YORK,718076.4,Cable,100,35,Inf,89.99,0,3.5,93.49,0,Yes,,,,
"Windstream Lexcom Communications, LLC",NORTH CAROLINA,1878.295455,FTTH,100,14,Inf,45,0,6.77,51.77,0,Yes,,,,
"Windstream Lexcom Communications, LLC",NORTH CAROLINA,1878.295455,DSL,100,14,Inf,45,0,6.77,51.77,0,Yes,,,,
"Windstream Lexcom Communications, LLC",NORTH CAROLINA,41322.5,FTTH,300,41,Inf,55,0,55,110,0,Yes,,,,
Frontier Communications Corporation,NORTH CAROLINA,288922.767,FTTH,50,50,Inf,29.99,0,3.99,33.98,0,Yes,,,,
Frontier Communications Corporation,NORTH CAROLINA,144461.3835,DSL,3,0.375,Inf,27.99,0,0,27.99,0,Yes,,,,
Frontier Communications Corporation,NORTH CAROLINA,144461.3835,DSL,6,0.5,Inf,27.99,0,0,27.99,0,Yes,,,,
"Windstream North Carolina, LLC",NORTH CAROLINA,48199.92,Cable,400,25,Inf,55,0,6.77,61.77,0,Yes,,,,
Frontier Communications Corporation,NORTH CAROLINA,72230.69174,DSL,12,1,Inf,34.99,0,0,34.99,0,Yes,,,,
"Windstream North Carolina, LLC",NORTH CAROLINA,48199.92,FTTH,400,400,Inf,55,0,6.77,61.77,0,Yes,,,,
"Windstream North Carolina, LLC",NORTH CAROLINA,3651.509091,Fixed wireless,100,8,Inf,45,0,6.77,51.77,0,Yes,,,,
Frontier Communications Corporation,NORTH CAROLINA,72230.69174,DSL,45,3,Inf,44.99,0,0,44.99,0,Yes,,,,
"Windstream North Carolina, LLC",NORTH CAROLINA,80333.2,FTTH,1000,1000,Inf,75,0,6.77,81.77,0,Yes,,,,
"Windstream Lexcom Communications, LLC",NORTH CAROLINA,1252.19697,FTTH,75,8,Inf,45,0,6.77,51.77,0,Yes,,,,
Frontier Communications Corporation,NORTH CAROLINA,96307.58898,FTTH,500,500,Inf,39.99,0,3.99,43.98,0,Yes,,,,
"Windstream North Carolina, LLC",NORTH CAROLINA,80333.2,Cable,1000,25,Inf,75,0,6.77,81.77,0,Yes,,,,
Frontier Communications Corporation,NORTH CAROLINA,72230.69174,DSL,25,2,Inf,34.99,0,0,34.99,0,Yes,,,,
"Windstream North Carolina, LLC",NORTH CAROLINA,3651.509091,FTTH,100,8,Inf,45,0,6.77,51.77,0,Yes,,,,
"Windstream Lexcom Communications, LLC",NORTH CAROLINA,751.3181818,Fixed wireless,25,1.5,Inf,45,0,6.77,51.77,0,Yes,,,,
"Windstream Lexcom Communications, LLC",NORTH CAROLINA,1252.19697,FTTH,50,4,Inf,45,0,6.77,51.77,0,Yes,,,,
"Windstream Lexcom Communications, LLC",NORTH CAROLINA,751.3181818,FTTH,25,1.5,Inf,45,0,6.77,51.77,0,Yes,,,,
Frontier Communications Corporation,NORTH CAROLINA,72230.69174,DSL,9,1,Inf,34.99,0,0,34.99,0,Yes,,,,
"Windstream Lexcom Communications, LLC",NORTH CAROLINA,10330.625,DSL,300,41,Inf,55,0,6.77,61.77,0,Yes,,,,
"Windstream North Carolina, LLC",NORTH CAROLINA,10954.52727,Cable,100,15,Inf,45,0,6.77,51.77,0,Yes,,,,
"Windstream North Carolina, LLC",NORTH CAROLINA,5477.263636,DSL,100,14,Inf,45,0,6.77,51.77,0,Yes,,,,
Frontier Communications Corporation,NORTH CAROLINA,72230.69174,DSL,115,7,Inf,44.99,0,0,44.99,0,Yes,,,,
